"SeriesNumber","Order","Sensor1","Sensor2","Sensor3","Failure"
"2","9","95.68677816","50.75566184","19.94812551","false"
"2","10","94.40170536","50.79181969","20.25957533","false"
"2","11","95.56140996","49.40444107","19.25355640","false"
"2","12","95.20491026","49.85921623","19.80712262","false"
"2","13","94.94271537","50.54340148","20.52826244","false"
"2","14","94.93224521","50.63337224","20.59018987","false"
"2","15","93.47506452","51.24548575","21.33645565","false"
"2","16","94.46118922","49.68545491","20.23614293","false"
"2","17","92.81846907","50.02466828","20.74647218","false"
"2","18","92.18526968","50.34521700","20.81057651","false"
"2","19","90.21070614","50.81396042","21.80116080","false"
"2","20","92.47005711","48.93148732","20.82312248","false"
"2","21","93.81414205","47.31158601","19.97137364","false"
"2","22","93.34180473","48.07210193","20.89737717","false"
"2","23","92.94772172","48.94966086","21.68727849","false"
"2","24","91.57350723","49.16103218","22.31545211","false"
"2","25","92.92378586","47.27608289","21.61320424","false"
"2","26","91.39205532","47.53300948","22.40864082","false"
"2","27","89.47853587","48.21346333","22.70786223","false"
"2","28","90.70391077","47.20210110","21.67694063","false"
"2","29","92.83208812","45.55354148","20.95784818","false"
"2","30","92.73428439","46.15108925","21.25665948","false"
"2","31","92.31188335","46.45695309","21.27498199","false"
"2","32","90.59340620","46.68824071","21.45128059","false"
"2","33","90.34731273","47.06138777","21.92252037","false"
"2","34","89.76306911","47.63406819","22.79941683","false"
"2","35","88.85952827","48.39101568","22.83422506","false"
"2","36","88.02729626","48.94239914","23.77021136","false"
"2","37","88.73941008","47.36108375","23.47708148","false"
"2","38","87.91328747","48.30801278","23.54007279","false"
"2","39","90.22330849","46.38759984","22.99980609","false"
"2","40","92.51679188","45.28195808","22.66530807","false"
"2","41","90.58604958","45.81014588","23.05925120","false"
"2","42","90.43473560","45.98359610","23.59972858","false"
"2","43","88.66489184","46.08445417","23.80632435","false"
"2","44","87.25751001","46.50696144","23.95935408","false"
"2","45","86.58002817","46.88341150","24.31674057","false"
"2","46","86.50350561","46.88705791","25.16154298","false"
"2","47","84.51435143","46.93072385","25.95137839","false"
"2","48","86.33044684","45.54733930","24.74905162","false"
"2","49","84.74581569","45.76918875","25.53161064","false"
"2","50","84.62205668","46.41971843","26.22616162","false"
"2","51","83.24121661","46.97362577","26.54584666","false"
"2","52","81.29411382","47.19191231","27.23868391","false"
"2","53","79.72557215","48.13059789","27.83186271","false"
"2","54","78.23132711","49.04834159","28.07254716","false"
"2","55","79.16221891","47.88560795","27.28678080","false"
"2","56","78.09661445","48.44536553","27.95380572","false"
"2","57","78.73633814","47.35377733","27.07716237","false"
"2","58","76.73711394","47.80734013","27.55903440","false"
"2","59","75.43995682","48.72932091","28.12082570","false"
"2","60","75.25387547","48.96847956","28.38612365","false"
"2","61","74.67520161","49.24827123","28.88341587","false"
"2","62","75.86031830","47.92789953","27.68983712","false"
"2","63","74.83872162","48.49452034","28.32173678","false"
"2","64","73.66251633","48.75171435","28.84051881","false"
"2","65","71.79983266","49.01669543","29.34276852","false"
"2","66","73.62968198","47.13099655","28.81060502","false"
"2","67","71.78292853","47.94628468","29.19434634","false"
"2","68","70.04701589","48.92510879","29.78343760","false"
"2","69","69.12371503","49.82603008","29.98761716","false"
"2","70","70.75096858","48.22783412","28.85789422","false"
"2","71","70.00004897","49.04093423","28.89148052","false"
"2","72","68.25982858","49.54319879","29.61185464","false"
"2","73","67.40237259","50.30004869","30.37597084","false"
"2","74","66.87468379","50.97946052","31.20088355","false"
"2","75","68.91015811","48.99336840","30.61191406","false"
"2","76","69.42070423","47.66278401","29.78400116","false"
"2","77","67.56951383","48.43796666","29.83283537","false"
"2","78","66.01231865","49.16490157","30.12374594","false"
"2","79","64.81331720","49.32060962","30.25329004","false"
"2","80","64.50642225","49.49368256","30.27156854","false"
"2","81","63.78024617","50.08084517","31.11941449","false"
"2","82","63.40565641","50.93300656","31.29233669","false"
"2","83","62.36470997","51.55868908","31.61464474","false"
"2","84","61.87387664","52.27062673","32.04123099","false"
"2","85","60.98597677","52.70897572","32.12615261","false"
"2","86","60.26815737","53.36244025","32.95057772","false"
"2","87","62.74180209","52.19724667","32.53188656","false"
"2","88","61.30289479","53.17620290","32.80890394","false"
"2","89","62.57266409","52.00314697","31.85047475","false"
"2","90","62.55558351","52.91711733","32.21658958","false"
"2","91","62.06416364","53.69731637","32.66664946","false"
"2","92","60.20500020","54.28032136","33.48814938","false"
"2","93","58.28226705","54.82294163","34.36674323","false"
"2","94","58.25753597","55.34598523","34.75571156","false"
"2","95","57.34629005","55.75371360","35.50639576","false"
"2","96","57.28858262","56.59446298","36.18277812","false"
"2","97","57.15488082","56.87287280","36.49934250","false"
"2","98","55.97141746","57.41297423","37.35813331","false"
"2","99","55.18900908","57.78169317","38.07560703","false"
"2","100","56.79244899","56.00657404","37.42398325","false"
"2","101","56.69405261","56.13610097","38.01547634","false"
"2","102","55.19915135","56.23500653","38.14845656","false"
"2","103","53.54612959","56.89941428","38.52295722","false"
"2","104","52.14068083","57.24826111","39.29285938","false"
"2","105","52.13161340","58.10625071","40.04627942","true"
"3","1","102.14559861","48.42264517","19.01904462","false"
"3","2","101.16763315","48.48961947","19.51994527","false"
"3","3","100.53604153","49.32927152","20.07401240","false"
"3","4","99.17392825","49.73348257","20.50879594","false"
"3","5","100.14983188","48.20498995","19.79210794","false"
"3","6","101.74733223","46.76647713","19.21207311","false"
"3","7","100.16011378","46.84599183","20.17127829","false"
"3","8","102.64227732","45.62503527","19.33999715","false"
"3","9","100.84124823","46.58171707","20.31462008","false"
"3","10","100.55632569","46.70916091","21.04635478","false"
"3","11","100.25933579","47.61919657","21.21601353","false"
"3","12","99.80997771","48.27622784","21.64534708","false"
"3","13","98.45338088","49.05658560","22.15183178","false"
"3","14","99.17435087","47.54442200","21.68258657","false"
"3","15","97.21385627","47.79228394","21.82979758","false"
"3","16","96.35707066","48.50580451","22.18900362","false"
"3","17","95.37350836","48.81438136","22.26878390","false"
"3","18","94.24001862","48.91424955","22.83211384","false"
"3","19","92.88507668","49.04081797","23.54423885","false"
"3","20","90.98950516","49.17235038","24.00151410","false"
"3","21","89.65257407","49.23484518","24.99989924","false"
"3","22","87.74451417","49.33381472","25.37298479","false"
"3","23","86.15835986","49.86279468","25.75048462","false"
"3","24","84.77957464","50.15346945","25.80638379","false"
"3","25","83.89722812","50.94044744","26.20725279","false"
"3","26","82.43319890","51.54674297","26.33841751","false"
"3","27","81.43936018","52.05097727","27.11335320","false"
"3","28","80.10015369","52.16883830","27.68510812","false"
"3","29","78.84249118","52.41600538","28.64275285","false"
"3","30","78.80655410","52.80263060","28.88608744","false"
"3","31","77.69239882","53.47277788","29.78271409","false"
"3","32","76.71076762","54.21187920","30.25323502","false"
"3","33","78.83029850","52.52814460","29.04713793","false"
"3","34","77.22896385","53.23233313","29.73228444","false"
"3","35","77.04058147","54.03324563","30.44814154","false"
"3","36","79.39155808","52.86767288","29.97527958","false"
"3","37","77.67488857","53.45825311","30.06923458","false"
"3","38","76.13939437","54.13430551","30.28652809","false"
"3","39","74.82871739","54.40010391","30.79932826","false"
"3","40","76.80993700","53.33298298","29.85605049","false"
"3","41","77.99281017","51.56218375","29.02766611","false"
"3","42","78.76678093","49.96605094","28.23735402","false"
"3","43","78.10102887","50.45636678","29.20051235","false"
"3","44","79.32982921","49.11095726","28.35871835","false"
"3","45","78.29290677","49.52554600","28.89237085","false"
"3","46","78.14355562","49.70605965","29.41190434","false"
"3","47","76.37073929","49.93349144","30.17699876","false"
"3","48","76.32845577","50.42633168","30.66853548","false"
"3","49","75.96741727","51.29567592","31.24684561","false"
"3","50","74.39449499","51.60399779","31.61273795","false"
"3","51","73.19148455","52.55324626","31.75739561","false"
"3","52","71.85536812","52.62240003","32.07438318","false"
"3","53","70.68040512","53.51007178","32.31435216","false"
"3","54","69.02077974","54.19541546","32.46510708","false"
"3","55","67.03292428","54.98573278","32.86765892","false"
"3","56","65.85801978","55.56653926","33.51350016","false"
"3","57","66.81342085","54.36549389","32.48618750","false"
"3","58","66.42113555","55.20122168","33.40572987","false"
"3","59","64.84316211","55.86631511","33.81433109","false"
"3","60","64.78917716","56.01706539","34.51815025","false"
"3","61","63.96308938","56.60075127","35.03033819","false"
"3","62","65.91743859","54.68442495","34.41720226","false"
"3","63","64.65458506","55.52858514","34.81720597","false"
"3","64","65.85066102","53.86848947","34.21554839","false"
"3","65","67.80903326","52.67614113","33.01599072","false"
"3","66","66.66866005","53.07179594","33.51227033","false"
"3","67","66.65086182","53.81460594","33.79149675","false"
"3","68","66.43946902","54.68457460","34.45404016","false"
"3","69","65.21185577","55.17578404","34.99216349","false"
"3","70","63.39745485","56.04887061","35.90699359","false"
"3","71","62.03186196","56.33362734","36.81371465","false"
"3","72","60.72713168","57.28036941","36.91233031","false"
"3","73","58.95847577","57.87178316","36.92742059","false"
"3","74","57.23510490","58.08624006","36.93465102","false"
"3","75","55.59818639","58.35922397","37.73093055","false"
"3","76","54.27427924","58.85026118","38.44486537","false"
"3","77","56.61449331","56.98304588","37.38765156","false"
"3","78","56.19815905","57.78163742","37.86047288","false"
"3","79","54.21095580","58.21255763","38.22552183","false"
"3","80","53.97038572","58.77628136","38.29072703","false"
"3","81","53.27306748","59.17855141","38.82407168","false"
"3","82","51.45470795","59.24064677","39.09245577","false"
"3","83","49.46379948","59.34104174","39.59678046","false"
"3","84","48.52934851","60.07204683","39.63015569","false"
"3","85","47.30785039","60.29625525","39.95740585","false"
"3","86","46.92429080","60.33486022","40.50277561","true"
"4","1","98.85930300","50.53269817","20.02349194","false"
"4","2","97.49024937","50.90330515","20.09795833","false"
"4","3","99.18875984","49.78410173","19.44735614","false"
"4","4","98.56178169","50.69316759","19.61090657","false"
"4","5","97.90863821","51.27907025","20.06252952","false"
"4","6","97.07079860","52.12753325","20.14888838","false"
"4","7","96.18983212","52.13685180","20.22787708","false"
"4","8","94.84697089","52.73304558","20.38413253","false"
"4","9","94.49895795","53.27965561","20.47741026","false"
"4","10","93.68439498","54.12760744","20.89859091","false"
"4","11","92.22560933","54.32742627","21.87352623","false"
"4","12","91.18756519","54.47180709","22.29508694","false"
"4","13","90.89120615","54.83770833","23.23388517","false"
"4","14","90.09668770","55.71057089","23.56427560","false"
"4","15","88.81641435","56.26468802","24.51252068","false"
"4","16","87.42761122","57.13487131","25.47978910","false"
"4","17","87.19476782","57.27096415","25.69415510","false"
"4","18","85.91656755","57.77011428","26.04481835","false"
"4","19","85.59977478","58.61671326","26.78991094","false"
"4","20","83.79679360","59.20187310","27.62660567","false"
"4","21","83.14421291","59.29542333","28.15919707","false"
"4","22","83.01511942","59.55288992","28.48173885","false"
"4","23","81.55685376","59.70130595","28.88992556","false"
"4","24","81.51789807","59.75672556","29.14133395","false"
"4","25","83.00036206","58.50077066","28.86417622","false"
"4","26","81.22214448","59.10598206","29.31131413","false"
"4","27","79.55325128","59.43239163","29.93384757","false"
"4","28","80.86927296","57.96362795","29.22960644","false"
"4","29","81.54045990","56.89192922","28.77843515","false"
"4","30","83.48616588","55.84638727","28.52565353","false"
"4","31","82.77738862","56.20098212","28.60316890","false"
"4","32","81.47266646","57.04703574","28.85671787","false"
"4","33","81.10625285","57.30603010","29.15132603","false"
"4","34","79.21059965","57.42868061","29.20249582","false"
"4","35","77.53059386","57.85764187","30.15040137","false"
"4","36","76.00244122","58.50419661","30.35196616","false"
"4","37","75.83904998","59.41607998","30.37800052","false"
"4","38","75.79148347","59.46271529","30.57550131","false"
"4","39","74.79024625","60.19765990","30.64449798","false"
"4","40","74.07867868","60.73809553","31.42338937","false"
"4","41","76.33964829","58.77692708","30.21717943","false"
"4","42","78.83730562","56.90061608","29.38152745","false"
"4","43","79.74589089","55.27537907","28.27286694","false"
"4","44","78.11586014","56.11786476","29.22784334","false"
"4","45","77.86106621","56.21939872","29.45982810","false"
"4","46","76.45888993","56.36274501","30.37503857","false"
"4","47","75.48743542","57.21223346","30.76457852","false"
"4","48","73.87534548","57.98607305","31.20983817","false"
"4","49","72.71691294","58.17975713","31.24282447","false"
"4","50","72.53104272","59.00541173","31.78789383","false"
"4","51","70.75478528","59.60810823","32.38927811","false"
"4","52","72.55632579","58.04140693","31.58395533","false"
"4","53","71.51741131","58.71829719","31.84342302","false"
"4","54","73.91996070","57.05064164","31.30922103","false"
"4","55","72.49574532","57.27449105","31.72534856","false"
"4","56","71.67138485","58.18362243","31.75666101","false"
"4","57","70.01666457","59.17904157","32.18947493","false"
"4","58","70.82809055","58.09983792","30.94297259","false"
"4","59","69.65921275","59.00084881","31.14866583","false"
"4","60","67.88341168","59.47458091","31.42723696","false"
"4","61","69.72575653","58.42103380","30.91757199","false"
"4","62","69.46009032","59.35164691","31.78388001","false"
"4","63","69.02612651","60.00285871","32.23831468","false"
"4","64","70.09512267","58.31914411","31.84922579","false"
"4","65","69.00888790","59.11835394","32.75492272","false"
"4","66","68.32163617","59.94054922","33.33914314","false"
"4","67","69.97223519","58.88749874","32.44595716","false"
"4","68","67.99188102","58.93203328","33.15932460","false"
"4","69","66.23516320","59.07703495","33.96704533","false"
"4","70","64.86490260","59.40953837","34.38606205","false"
"4","71","65.70816295","58.20630716","33.79957582","false"
"4","72","64.15018112","58.54492854","34.74157401","false"
"4","73","64.07598770","58.61550510","35.52566536","false"
"4","74","65.11833647","57.05996540","35.23148351","false"
"4","75","63.62796885","57.40481335","35.74186606","false"
"4","76","62.15245112","57.51734658","36.03798153","false"
"4","77","62.06936550","57.63983437","36.77739361","false"
"4","78","61.51396787","57.94249177","37.58715211","false"
"4","79","62.19602806","56.01980287","36.79797051","false"
"4","80","61.52530309","56.24888929","37.26064230","false"
"4","81","59.67799076","56.74511113","38.03520135","false"
"4","82","58.82844524","57.21143257","38.74143000","false"
"4","83","57.29873877","58.04480783","39.29337235","false"
"4","84","57.13503193","58.52392245","40.24374340","true"
"5","1","99.27402499","50.47135742","20.35150653","false"
"5","2","98.92486868","51.30918343","21.32035700","false"
"5","3","97.16375218","51.31917799","22.04408979","false"
"5","4","95.64350273","51.32084675","22.65680462","false"
"5","5","95.38986098","52.31097391","23.65287805","false"
"5","6","95.05135535","52.83065773","24.39355515","false"
"5","7","93.97254746","53.64666592","25.19793876","false"
"5","8","92.29850028","54.52258200","26.06891046","false"
"5","9","90.51578257","55.26830681","26.24535992","false"
"5","10","88.86547365","55.82512928","26.43076680","false"
"5","11","87.05087196","56.50257311","26.58511457","false"
"5","12","86.91060239","56.99413237","27.01647690","false"
"5","13","86.00505471","57.05079500","27.92740143","false"
"5","14","85.23319685","57.84534090","28.81589160","false"
"5","15","87.70139760","56.31238580","28.13344315","false"
"5","16","87.19314552","56.79058508","28.58892354","false"
"5","17","86.72841157","57.45071464","28.73957523","false"
"5","18","84.82179094","58.30479723","29.01026372","false"
"5","19","83.35285040","58.58177015","29.78140429","false"
"5","20","82.55563493","59.08982750","30.76801456","false"
"5","21","81.08804224","59.74207806","31.03578814","false"
"5","22","83.24169372","58.61925196","30.47892423","false"
"5","23","81.45587629","59.50540120","31.30206348","false"
"5","24","80.74160042","59.64180626","31.51259191","false"
"5","25","79.96218458","60.24543294","32.46814121","false"
"5","26","78.57786212","60.45929989","33.13883719","false"
"5","27","77.14700324","61.30194715","34.12230795","false"
"5","28","77.66929829","60.13014897","33.30744181","false"
"5","29","76.12288911","60.95047920","33.70576627","false"
"5","30","75.20166286","61.64446082","33.94913227","false"
"5","31","76.41847288","59.80923089","32.92404575","false"
"5","32","75.60262156","60.37722007","33.01388127","false"
"5","33","76.95184334","58.47193729","32.40359340","false"
"5","34","76.75724611","58.81150123","32.42982705","false"
"5","35","75.96752982","59.46931349","32.72043584","false"
"5","36","74.70335317","59.54785715","33.25706912","false"
"5","37","73.68056763","60.20441522","34.24488872","false"
"5","38","75.70958469","58.40363173","33.87728521","false"
"5","39","75.59356265","58.60995111","34.67995999","false"
"5","40","74.32273101","58.96269473","35.03915753","false"
"5","41","73.74316189","59.42204818","35.30609895","false"
"5","42","72.76123985","60.22715233","35.37747487","false"
"5","43","71.81485324","60.46642947","36.07148860","false"
"5","44","71.43952502","60.83895304","36.58827598","false"
"5","45","73.42807445","58.96091147","36.23631204","false"
"5","46","72.28345263","59.60023788","37.01116289","false"
"5","47","72.04823009","60.33971438","37.62255170","false"
"5","48","71.99528633","61.25331647","38.02933160","false"
"5","49","71.66504755","61.80179453","38.54347990","false"
"5","50","71.08659303","62.35964195","39.13639529","false"
"5","51","69.56520520","62.61772376","39.78554919","false"
"5","52","68.61045135","63.18077902","40.63380269","true"
"6","1","99.10288576","50.58481255","20.66441655","false"
"6","2","97.46537569","50.60638836","21.26396568","false"
"6","3","96.65249886","51.08877358","21.96477180","false"
"6","4","95.90743449","51.34139409","22.50474368","false"
"6","5","95.44073604","51.71022457","23.28815781","false"
"6","6","94.67197300","52.32732060","23.80766181","false"
"6","7","92.89213458","53.15078011","24.72325957","false"
"6","8","91.44356901","53.19261625","25.41932517","false"
"6","9","90.23269280","54.03399982","25.63679640","false"
"6","10","89.84677742","54.39953525","26.02028584","false"
"6","11","88.95483190","54.47389879","27.00546945","false"
"6","12","90.93579173","53.36320518","26.55321010","false"
"6","13","89.87784041","54.30220363","27.35009716","false"
"6","14","88.60575854","55.01288412","28.17022848","false"
"6","15","87.10105811","55.83272835","28.86519254","false"
"6","16","86.04710475","56.62467261","29.00588755","false"
"6","17","85.01207251","57.56860372","29.20055978","false"
"6","18","84.23680149","58.54034055","29.74498645","false"
"6","19","83.92043115","59.22205463","30.31070164","false"
"6","20","83.39564000","59.81770259","31.00000543","false"
"6","21","82.53378242","60.27119618","31.42024218","false"
"6","22","81.54038477","60.43606745","31.99583802","false"
"6","23","83.21568531","59.05139525","30.84194544","false"
"6","24","82.85015882","59.48416470","31.75773499","false"
"6","25","84.79013276","57.78470262","30.60200032","false"
"6","26","83.10148355","58.01139717","30.69764178","false"
"6","27","84.24757587","56.67624123","29.71185441","false"
"6","28","83.53963789","57.34363867","29.90154192","false"
"6","29","82.62424397","58.18147722","29.98243357","false"
"6","30","81.32864522","58.57718102","29.99530504","false"
"6","31","79.84721678","59.45737146","30.78067209","false"
"6","32","79.28091860","60.08903756","31.54221363","false"
"6","33","78.82388170","60.13772297","31.72777168","false"
"6","34","79.85493174","59.04250946","31.33031380","false"
"6","35","79.17381369","59.45565300","31.53533375","false"
"6","36","77.28397025","60.25377440","31.77382222","false"
"6","37","75.85678371","60.62886162","31.93705336","false"
"6","38","75.28213719","61.25630863","32.89871347","false"
"6","39","73.31552416","62.05231836","33.58900704","false"
"6","40","71.66385682","62.87326453","34.48394582","false"
"6","41","70.77415156","63.63020508","35.22942328","false"
"6","42","70.54480826","64.24477077","35.40850130","false"
"6","43","69.85676741","64.65393024","35.75262431","false"
"6","44","71.83958174","63.57819658","34.65725450","false"
"6","45","70.68181732","63.87483244","35.22857045","false"
"6","46","69.56434497","64.27958339","36.12486581","false"
"6","47","69.54464346","64.29326961","36.72740003","false"
"6","48","70.59350257","63.18624726","36.16239559","false"
"6","49","68.88423891","64.08865331","36.65793555","false"
"6","50","67.04180122","65.00955655","37.58314684","false"
"6","51","66.30015995","65.20673852","38.54143051","false"
"6","52","68.72166554","63.41713870","38.22574310","false"
"6","53","67.99975753","63.42311987","39.00829061","false"
"6","54","66.01931889","64.27818490","39.19134544","false"
"6","55","68.37603666","63.12898889","38.36552506","false"
"6","56","66.53356901","64.07831549","38.37196530","false"
"6","57","64.97998442","64.32115411","38.38726288","false"
"6","58","63.58227862","65.20225713","38.41682810","false"
"6","59","62.99480846","65.82658202","38.75405129","false"
"6","60","61.66116784","65.90213242","39.25724758","false"
"6","61","60.13055648","66.89755379","39.85403859","false"
"6","62","58.65819212","67.42054580","40.03995039","true"
"7","1","98.12552474","50.22718283","20.64807119","false"
"7","2","98.03145625","50.89261452","20.95841403","false"
"7","3","96.62766444","51.42399846","21.07596488","false"
"7","4","96.15727003","51.47497607","21.40963850","false"
"7","5","95.98847464","52.09266994","22.26840940","false"
"7","6","95.45287236","52.20027461","22.62026283","false"
"7","7","93.75447094","53.07945968","22.69301582","false"
"7","8","93.49586226","53.48503899","23.17722293","false"
"7","9","92.49326344","53.88797105","23.55563984","false"
"7","10","91.75700868","54.36226784","23.91854454","false"
"7","11","91.63230971","54.60175229","24.10407069","false"
"7","12","92.77261244","53.33948187","23.64391428","false"
"7","13","92.38801376","53.41767647","23.86326041","false"
"7","14","91.66235363","53.71175388","24.11471675","false"
"7","15","94.14346325","52.03877780","23.12007584","false"
"7","16","95.31305060","50.04978053","21.88225574","false"
"7","17","95.16120202","50.81465748","21.93262078","false"
"7","18","93.28641801","51.33767562","22.28278841","false"
"7","19","93.10555232","52.14491398","22.98924663","false"
"7","20","92.88471348","52.28830446","23.63372495","false"
"7","21","92.42371149","52.85748432","24.46903038","false"
"7","22","94.08686037","51.04682507","23.41046337","false"
"7","23","93.74095989","51.77425031","23.70211006","false"
"7","24","93.65393460","52.10602930","24.14004807","false"
"7","25","94.44276272","51.02045417","23.11639167","false"
"7","26","96.89513578","49.60421016","22.30037245","false"
"7","27","96.71509227","50.00558532","22.43393675","false"
"7","28","95.74615792","50.88111389","22.93810190","false"
"7","29","94.80729492","51.20142148","23.72470918","false"
"7","30","95.67010416","50.06911026","23.25815167","false"
"7","31","97.70472778","48.19611000","22.79153543","false"
"7","32","96.09263860","48.46807302","23.71864626","false"
"7","33","97.38462727","46.78372410","22.81061898","false"
"7","34","98.73851069","44.81687550","21.87305812","false"
"7","35","97.49131048","45.55848924","22.24085075","false"
"7","36","96.22852823","45.73210193","23.01595894","false"
"7","37","94.89761093","46.60028511","23.23627333","false"
"7","38","93.85434903","47.52223701","24.04413787","false"
"7","39","93.06861423","47.96695607","24.89593387","false"
"7","40","91.56370960","48.86837737","25.32768644","false"
"7","41","93.97376867","47.84220087","24.97205335","false"
"7","42","92.18149828","48.13474364","25.07116299","false"
"7","43","91.56616569","48.28339424","25.64038725","false"
"7","44","94.02860110","46.84539208","25.10336496","false"
"7","45","93.24903518","46.86476175","25.95915859","false"
"7","46","93.87178495","45.75631053","25.48731942","false"
"7","47","92.85958793","46.75247671","26.40111345","false"
"7","48","92.78571086","47.69832489","27.24713933","false"
"7","49","91.60271446","48.50460436","27.65362078","false"
"7","50","90.80060007","48.77051516","28.04245966","false"
"7","51","90.66663187","49.25884411","28.20406598","false"
"7","52","88.93651355","49.80089727","28.48312375","false"
"7","53","88.80389420","50.04384864","29.41090938","false"
"7","54","90.48087446","48.63340340","28.80553051","false"
"7","55","92.16439926","47.18795936","28.13375106","false"
"7","56","91.79443778","47.59130213","29.02474686","false"
"7","57","90.60418631","48.51715486","29.05689880","false"
"7","58","90.47445271","48.97166240","29.06424661","false"
"7","59","90.24158544","49.73288403","29.85610279","false"
"7","60","90.24116017","50.27533373","30.77399744","false"
"7","61","90.20962018","50.62471524","31.36645114","false"
"7","62","91.38730281","49.59507257","30.93739489","false"
"7","63","91.04244611","50.43692717","31.58658786","false"
"7","64","90.40015206","50.52270832","31.68502664","false"
"7","65","89.78645161","51.20868185","32.60035799","false"
"7","66","88.91363216","51.93550847","32.81981768","false"
"7","67","88.79216746","52.26324807","33.52426001","false"
"7","68","88.41805459","52.51483828","34.24820710","false"
"7","69","86.49514372","52.58698042","34.35689435","false"
"7","70","85.28951925","52.59902845","34.80586743","false"
"7","71","84.09654256","52.74928798","35.79948951","false"
"7","72","86.13128121","51.63614433","34.84408387","false"
"7","73","85.74573285","51.73428575","35.65083123","false"
"7","74","83.91979038","52.15593181","36.22667479","false"
"7","75","82.20731910","52.48254017","36.72827504","false"
